PID,id,Block,Type,Trial,Cue Time,Action,Action Time,Reward,Reward Time,RT,Spin Speed,Craving Rating,Mood Rating,pid_db,Q_left,Q_right,PE
61281debe85082cc937dd9ae,6,1,other,1,1647962999.094,1,1647963000.066,1,1647963003.108,0.9719998836517334,fast,-1.0,-1.0,1,0.5,0.7240248602889269,0.5
61281debe85082cc937dd9ae,7,1,other,2,1647963004.164,1,1647963004.209,0,1647963007.211,0.0450000762939453,fast,35.0,-1.0,1,0.5,0.3996257239450535,-0.7240248602889269
61281debe85082cc937dd9ae,8,1,other,3,1647963011.855,0,1647963012.573,1,1647963017.07,0.7179999351501465,slow,-1.0,-1.0,1,0.7240248602889269,0.43111396510466365,0.5
61281debe85082cc937dd9ae,9,1,other,4,1647963018.103,0,1647963018.133,0,1647963022.634,0.0299999713897705,slow,-1.0,-1.0,1,0.3996257239450535,0.4527240843958481,-0.7240248602889269
61281debe85082cc937dd9ae,10,1,other,5,1647963023.687,0,1647963024.187,0,1647963027.221,0.5,fast,34.0,18.0,1,0.22057352999574975,0.467554930406334,-0.3996257239450535
61281debe85082cc937dd9ae,11,1,other,6,1647963034.464,1,1647963035.384,0,1647963039.899,0.9200000762939452,slow,-1.0,-1.0,1,0.30823192634678176,0.25806707448297816,-0.467554930406334
61281debe85082cc937dd9ae,12,1,other,7,1647963040.95,0,1647963041.021,1,1647963044.032,0.0709998607635498,fast,-1.0,-1.0,1,0.6181784184517864,0.3339634356080112,0.6917680736532182
61281debe85082cc937dd9ae,13,1,other,8,1647963045.06,0,1647963045.217,0,1647963049.726,0.1570000648498535,slow,-1.0,-1.0,1,0.34120375079720394,0.38605048008169773,-0.6181784184517864
61281debe85082cc937dd9ae,14,1,other,9,1647963050.775,0,1647963050.943,1,1647963055.46,0.1679999828338623,slow,30.0,-1.0,1,0.6363772261702549,0.4217973875985712,0.6587962492027961
61281debe85082cc937dd9ae,15,1,other,10,1647963059.205,1,1647963060.36,1,1647963063.393,1.1549999713897705,fast,-1.0,-1.0,1,0.5935945615762217,0.6808609065224165,0.5782026124014288
61281debe85082cc937dd9ae,16,1,other,11,1647963064.439,1,1647963064.625,1,1647963067.66,0.186000108718872,fast,-1.0,-1.0,1,0.5642331729618048,0.8238510881805173,0.3191390934775835
61281debe85082cc937dd9ae,17,1,other,12,1647963068.702,1,1647963068.769,1,1647963073.304,0.0670001506805419,slow,-1.0,-1.0,1,0.5440826949692057,0.9027745589013295,0.17614891181948267
61281debe85082cc937dd9ae,18,1,other,13,1647963074.4,1,1647963074.721,0,1647963077.75,0.3209998607635498,fast,32.0,31.0,1,0.5302535887010218,0.4982866700407936,-0.9027745589013295
61281debe85082cc937dd9ae,19,1,other,14,1647963085.546,0,1647963086.251,0,1647963090.78,0.7049999237060547,slow,-1.0,-1.0,1,0.29267361644812473,0.4988241558296021,-0.5302535887010218
61281debe85082cc937dd9ae,20,1,other,15,1647963091.814,1,1647963091.89,0,1647963094.878,0.0760002136230468,fast,-1.0,-1.0,1,0.357713618933,0.2753261321926651,-0.4988241558296021
61281debe85082cc937dd9ae,21,1,other,16,1647963095.92,1,1647963100.646,0,1647963103.707,4.72599983215332,fast,-1.0,-1.0,1,0.4023500343260562,0.15196633559596026,-0.2753261321926651
61281debe85082cc937dd9ae,22,1,other,17,1647963104.74,0,1647963104.792,1,1647963109.328,0.0520000457763671,slow,28.0,20.0,1,0.6701269344496306,0.26114737666686283,0.5976499656739438
61281debe85082cc937dd9ae,23,1,other,18,1647963115.536,0,1647963116.105,1,1647963120.619,0.5690000057220459,slow,-1.0,-1.0,1,0.8179264692956336,0.3360774215022767,0.32987306555036944
61281debe85082cc937dd9ae,24,1,other,19,1647963121.676,0,1647963121.79,1,1647963126.301,0.1139998435974121,slow,-1.0,-1.0,1,0.8995044638523483,0.387501291104244,0.18207353070436638
61281debe85082cc937dd9ae,25,1,other,20,1647963127.366,0,1647963127.434,1,1647963130.433,0.0680000782012939,fast,-1.0,-1.0,1,0.9445314607426253,0.42279306719551246,0.10049553614765172
61281debe85082cc937dd9ae,26,1,other,21,1647963131.47,0,1647963131.5,1,1647963134.504,0.0299999713897705,fast,-1.0,-1.0,1,0.9693841242577538,0.44701352102982644,0.055468539257374716
